#separator:tab
#html:false
What are the solid organs in the abdominal cavity?	Liver, spleen, pancreas, kidneys, and women (in women).
The blood returns to here through the pulmonary veins.	Through what does oxygenated blood return to the left atrium?
Why is the left side of the heart more muscular than the right?	This side of the heart is more muscular because it must pump blood into the aorta and on to the arteries throughout the body.
This side of the heart is more muscular because it must pump blood into the aorta and on to the arteries throughout the body.	Why is the left side of the heart more muscular than the right?
Which chamber is responsible for providing 100% of the body with oxygen-rich blood?	The left ventricle is responsible for all of this.
The left ventricle is responsible for all of this.	Which chamber is responsible for providing 100% of the body with oxygen-rich blood?
What are the five types of blood vessels?	These are: 1) Arteries 2) Arterioles 3) Capillaries 4) Venules 5) Veins
These are: 1) Arteries 2) Arterioles 3) Capillaries 4) Venules 5) Veins	What are the five types of blood vessels?
Where does blood pass into as it leaves the left ventricle?	It passes into the aorta, the largest artery in the body.
It passes into the aorta, the largest artery in the body.	Where does blood pass into as it leaves the left ventricle?
What are arterioles?	These are smaller vessels that connect the arteries and capillaries.
These are smaller vessels that connect the arteries and capillaries.	What are arterioles?
What are capillaries?	These are small tubes, with the diamter of a single red blood cell, that pass among all the cells in the body, linking the arterioles and the venules.
These are small tubes, with the diamter of a single red blood cell, that pass among all the cells in the body, linking the arterioles and the venules.	What are capillaries?
What are venules?	These are small, thin-walled vessels that connect the capillaries with the veins.
These are small, thin-walled vessels that connect the capillaries with the veins.	What are venules?
What are veins?	These are blood vessels that return blood to the heart (usually through the vena cava)
These are blood vessels that return blood to the heart (usually through the vena cava)	What are veins?
What are platelets?	These are found in the blood and are responsible for forming blood clots.
These are found in the blood and are responsible for forming blood clots.	What are platelets?
What is fibrinogen?	This is a substance in the body that reinforces clumping red blood cells, helping to form a clot.
This is a substance in the body that reinforces clumping red blood cells, helping to form a clot.	What is fibrinogen?
What is one thing the autonomic nervous system does during emergencies?	This automatically redirects blood away from other organs to the heart, brain, lungs, and kidneys.
This automatically redirects blood away from other organs to the heart, brain, lungs, and kidneys.	What is one thing the autonomic nervous system does during emergencies?
How fast must blood pass through the cardiovascular system?	This must pass through the system at a speed that is fast enough to maintain adequate circulation throughout the body and slow enough to allow each cell time to exchange oxygen and nutrients for carbon dioxide and other waste products.
This must pass through the system at a speed that is fast enough to maintain adequate circulation throughout the body and slow enough to allow each cell time to exchange oxygen and nutrients for carbon dioxide and other waste products.	How fast must blood pass through the cardiovascular system?
